300;1;300;214;9;86;71.33
300;2;300;223;17;77;74.33
300;3;300;226;11;74;75.33
300;4;300;205;17;95;68.33
300;5;300;222;14;78;74.00
300;6;300;214;9;86;71.33
300;7;300;204;4;96;68.00
300;8;300;207;10;93;69.00
300;9;300;213;14;87;71.00
300;10;300;210;8;90;70.00
300;11;300;229;16;71;76.33
300;12;300;226;15;74;75.33
300;13;300;213;10;87;71.00
300;14;300;209;10;91;69.67
300;15;300;223;12;77;74.33
300;16;300;216;8;84;72.00
300;17;300;211;10;89;70.33
300;18;300;212;12;88;70.67
300;19;300;215;7;85;71.67
300;20;300;205;10;95;68.33
300;21;300;199;9;101;66.33
300;22;300;202;9;98;67.33
300;23;300;200;12;100;66.67
300;24;300;218;12;82;72.67
300;25;300;205;17;95;68.33
300;26;300;210;11;90;70.00
300;27;300;217;14;83;72.33
300;28;300;214;13;86;71.33
300;29;300;223;10;77;74.33
300;30;300;224;8;76;74.67
300;31;300;213;5;87;71.00
300;32;300;224;8;76;74.67
300;33;300;202;10;98;67.33
300;34;300;212;14;88;70.67
300;35;300;204;11;96;68.00
300;36;300;213;8;87;71.00
300;37;300;217;7;83;72.33
300;38;300;222;9;78;74.00
300;39;300;212;12;88;70.67
300;40;300;203;11;97;67.67
300;41;300;218;7;82;72.67
300;42;300;217;10;83;72.33
300;43;300;202;11;98;67.33
300;44;300;215;11;85;71.67
300;45;300;204;7;96;68.00
300;46;300;214;12;86;71.33
300;47;300;220;7;80;73.33
300;48;300;215;12;85;71.67
300;49;300;221;19;79;73.67
300;50;300;197;7;103;65.67
300;51;300;213;9;87;71.00
300;52;300;203;19;97;67.67
300;53;300;220;12;80;73.33
300;54;300;202;9;98;67.33
300;55;300;217;10;83;72.33
300;56;300;213;11;87;71.00
300;57;300;218;9;82;72.67
300;58;300;215;12;85;71.67
300;59;300;229;12;71;76.33
300;60;300;222;8;78;74.00
300;61;300;217;9;83;72.33
300;62;300;218;10;82;72.67
300;63;300;206;11;94;68.67
300;64;300;219;7;81;73.00
300;65;300;200;7;100;66.67
300;66;300;217;13;83;72.33
300;67;300;233;10;67;77.67
300;68;300;208;6;92;69.33
300;69;300;196;7;104;65.33
300;70;300;226;11;74;75.33
300;71;300;224;10;76;74.67
300;72;300;204;10;96;68.00
300;73;300;205;15;95;68.33
300;74;300;217;9;83;72.33
300;75;300;201;10;99;67.00
300;76;300;212;15;88;70.67
300;77;300;223;14;77;74.33
300;78;300;216;13;84;72.00
300;79;300;203;12;97;67.67
300;80;300;198;13;102;66.00
300;81;300;206;10;94;68.67
300;82;300;212;10;88;70.67
300;83;300;197;18;103;65.67
300;84;300;207;6;93;69.00
300;85;300;217;7;83;72.33
300;86;300;218;21;82;72.67
300;87;300;229;15;71;76.33
300;88;300;218;11;82;72.67
300;89;300;207;10;93;69.00
300;90;300;215;12;85;71.67
300;91;300;218;14;82;72.67
300;92;300;225;6;75;75.00
300;93;300;210;7;90;70.00
300;94;300;203;12;97;67.67
300;95;300;228;14;72;76.00
300;96;300;216;16;84;72.00
300;97;300;212;8;88;70.67
300;98;300;207;12;93;69.00
300;99;300;215;14;85;71.67
300;100;300;216;12;84;72.00
400;1;400;300;16;100;75.00
400;33;400;300;8;100;75.00
400;53;400;300;19;100;75.00
400;83;400;300;19;100;75.00
400;89;400;300;17;100;75.00
1000;21;1000;700;34;300;70.00
1000;56;1000;700;34;300;70.00
1000;90;1000;700;42;300;70.00
