400;1;400;335;6;65;83.75
400;2;400;324;4;76;81.00
400;3;400;327;9;73;81.75
400;4;400;320;0;80;80.00
400;5;400;340;4;60;85.00
400;6;400;317;4;83;79.25
400;7;400;320;6;80;80.00
400;8;400;334;6;66;83.50
400;9;400;320;3;80;80.00
400;10;400;317;6;83;79.25
400;11;400;328;1;72;82.00
400;12;400;317;3;83;79.25
400;13;400;303;4;97;75.75
400;14;400;326;7;74;81.50
400;15;400;323;2;77;80.75
400;16;400;330;5;70;82.50
400;17;400;318;2;82;79.50
400;18;400;316;4;84;79.00
400;19;400;332;4;68;83.00
400;20;400;331;5;69;82.75
400;21;400;327;2;73;81.75
400;22;400;325;2;75;81.25
400;23;400;325;3;75;81.25
400;24;400;328;4;72;82.00
400;25;400;335;2;65;83.75
400;26;400;326;2;74;81.50
400;27;400;332;8;68;83.00
400;28;400;335;2;65;83.75
400;29;400;337;2;63;84.25
400;30;400;328;7;72;82.00
400;31;400;328;4;72;82.00
400;32;400;313;1;87;78.25
400;33;400;322;7;78;80.50
400;34;400;336;4;64;84.00
400;35;400;320;5;80;80.00
400;36;400;325;4;75;81.25
400;37;400;343;2;57;85.75
400;38;400;320;3;80;80.00
400;39;400;329;6;71;82.25
400;40;400;329;6;71;82.25
400;41;400;336;8;64;84.00
400;42;400;325;0;75;81.25
400;43;400;327;4;73;81.75
400;44;400;332;6;68;83.00
400;45;400;326;9;74;81.50
400;46;400;329;4;71;82.25
400;47;400;318;1;82;79.50
400;48;400;332;3;68;83.00
400;49;400;323;2;77;80.75
400;50;400;312;8;88;78.00
400;51;400;325;6;75;81.25
400;52;400;325;5;75;81.25
400;53;400;321;2;79;80.25
400;54;400;320;8;80;80.00
400;55;400;346;6;54;86.50
400;56;400;327;4;73;81.75
400;57;400;330;9;70;82.50
400;58;400;327;3;73;81.75
400;59;400;334;4;66;83.50
400;60;400;321;4;79;80.25
400;61;400;329;2;71;82.25
400;62;400;324;4;76;81.00
400;63;400;325;6;75;81.25
400;64;400;321;5;79;80.25
400;65;400;317;9;83;79.25
400;66;400;332;6;68;83.00
400;67;400;335;4;65;83.75
400;68;400;332;1;68;83.00
400;69;400;333;4;67;83.25
400;70;400;315;7;85;78.75
400;71;400;346;3;54;86.50
400;72;400;314;11;86;78.50
400;73;400;337;5;63;84.25
400;74;400;318;7;82;79.50
400;75;400;321;3;79;80.25
400;76;400;337;7;63;84.25
400;77;400;323;4;77;80.75
400;78;400;334;1;66;83.50
400;79;400;330;5;70;82.50
400;80;400;327;3;73;81.75
400;81;400;329;6;71;82.25
400;82;400;335;8;65;83.75
400;83;400;325;7;75;81.25
400;84;400;320;6;80;80.00
400;85;400;336;3;64;84.00
400;86;400;325;6;75;81.25
400;87;400;317;2;83;79.25
400;88;400;326;4;74;81.50
400;89;400;323;5;77;80.75
400;90;400;312;3;88;78.00
400;91;400;331;5;69;82.75
400;92;400;328;5;72;82.00
400;93;400;336;4;64;84.00
400;94;400;338;6;62;84.50
400;95;400;332;7;68;83.00
400;96;400;326;4;74;81.50
400;97;400;331;3;69;82.75
400;98;400;331;5;69;82.75
400;99;400;304;6;96;76.00
400;100;400;335;5;65;83.75
500;61;500;400;6;100;80.00
500;82;500;400;6;100;80.00
